step,max_kl,lr,steps,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
2186,0.01,0.001,600,-0.0765902,-2.14746,-2.25569,-0.107153,0.943061,0.0546398,0.572214,0.0683986,0.0661446,0,0.00980456,-0.473919,7.75481,25868.8
2187,0.01,0.001,600,-0.080123,-2.26905,-2.34828,-0.0786213,0.952732,0.063401,0.744119,0.0518431,0.0487706,0,0.00966974,-0.46173,7.68925,25879.6
2188,0.01,0.001,600,-0.0696768,-2.22239,-2.19133,0.0305142,0.932485,0.0624108,0.800149,-0.0994557,-0.101477,1,0.00247318,-0.441489,7.56356,25890.3
2189,0.01,0.001,600,-0.0616338,-1.9044,-1.74413,0.161058,0.961717,0.0655942,0.557279,-0.147364,-0.149077,0,0.00968106,-0.452586,7.7394,25901.3
2190,0.01,0.001,600,-0.0841441,-1.9973,-2.27392,-0.275342,0.953732,0.0575404,0.725328,0.302242,0.299421,0,0.00930918,-0.441953,7.88161,25915.6
2191,0.01,0.001,600,-0.0675715,-2.04168,-1.99417,0.0458289,0.95741,0.0569558,0.587086,-0.0323954,-0.0351924,0,0.00990719,-0.443438,7.60104,25926.2
2192,0.01,0.001,600,-0.0819708,-2.25674,-2.43029,-0.174023,0.945614,0.0546825,0.605163,0.168132,0.165199,0,0.00988688,-0.447085,7.63864,25937
2193,0.01,0.001,600,-0.0667353,-2.25777,-2.08912,0.1684,0.964307,0.0550945,0.665669,-0.13745,-0.139843,0,0.00994135,-0.4525,7.41751,25947.5
2194,0.01,0.001,600,-0.0525032,-1.88741,-1.54079,0.346356,0.962432,0.056134,0.473744,-0.325466,-0.326438,1,0.00249275,-0.447726,7.49878,25957.8
2195,0.01,0.001,600,-0.0663536,-1.84233,-1.82219,0.0203255,0.976442,0.0639143,0.421028,0.00744891,0.00661572,1,0.0025306,-0.465263,7.68697,25968.7
2196,0.01,0.001,600,-0.0577604,-1.54742,-1.46236,0.085473,0.963435,0.062047,0.435436,-0.101469,-0.103361,0,0.00939538,-0.455614,7.29292,25978.9
2197,0.01,0.001,600,-0.0617042,-1.49251,-1.49467,-0.00119568,0.97229,0.0576649,0.524365,-0.00190522,-0.00292293,1,0.00249085,-0.469831,7.59289,25989.4
2198,0.01,0.001,600,-0.0702028,-1.70054,-1.83691,-0.136396,0.939217,0.0549991,0.743536,0.106319,0.102694,0,0.00993518,-0.466211,7.52595,26000
2199,0.01,0.001,600,-0.0669339,-2.01291,-2.04731,-0.034905,0.9503,0.0615506,0.542397,0.045918,0.0421442,0,0.0098461,-0.462599,7.49055,26010.5
2200,0.01,0.001,600,-0.0726652,-1.93472,-1.98873,-0.0531058,0.952424,0.0560293,0.606184,0.0742892,0.0715255,0,0.00993116,-0.469796,7.43111,26021.2
2201,0.01,0.001,600,-0.0613677,-1.81403,-1.69057,0.123694,0.96078,0.0635419,0.419146,-0.117365,-0.11848,1,0.00252032,-0.486354,7.52194,26031.7
2202,0.01,0.001,600,-0.0595736,-1.64868,-1.55872,0.0907507,0.960198,0.0607641,0.529408,-0.0949059,-0.0962025,1,0.00254162,-0.491313,7.52457,26042.2
2203,0.01,0.001,600,-0.0572838,-1.6002,-1.51432,0.0846429,0.965593,0.0656855,0.572642,-0.121372,-0.122315,1,0.00250033,-0.481212,7.32374,26052.7
2204,0.01,0.001,600,-0.0604287,-1.5682,-1.53579,0.0338999,0.969677,0.0546029,0.579299,-0.051252,-0.0523866,1,0.0025021,-0.490206,7.47453,26063.2
2205,0.01,0.001,600,-0.0598287,-1.74386,-1.77779,-0.0353848,0.957068,0.0751295,0.520576,0.0847143,0.0835665,1,0.00250595,-0.489479,7.58843,26074
2206,0.01,0.001,600,-0.0716436,-1.73003,-1.875,-0.144417,0.964739,0.0617635,0.550089,0.163576,0.162293,1,0.00254307,-0.509367,7.66069,26084.9
2207,0.01,0.001,600,-0.0698876,-1.91267,-1.92648,-0.0137493,0.970446,0.0654767,0.518074,-0.017195,-0.0185458,1,0.00249597,-0.515418,7.41499,26095.5
2208,0.01,0.001,600,-0.0666569,-1.89145,-1.85887,0.0323647,0.975072,0.059211,0.411809,-0.0275176,-0.0289418,0,0.00946126,-0.490631,7.57442,26106.2
2209,0.01,0.001,600,-0.0551982,-1.62445,-1.53593,0.0872297,0.956118,0.0609257,0.514292,-0.0772727,-0.0789096,0,0.00990753,-0.489596,7.46448,26116.9
2210,0.01,0.001,600,-0.0804054,-1.94897,-2.28614,-0.336198,0.942188,0.0606844,0.866986,0.320374,0.318869,1,0.00253259,-0.515001,7.76612,26127.8
2211,0.01,0.001,600,-0.0557457,-1.97798,-1.71873,0.257475,0.950271,0.0607173,0.58728,-0.274617,-0.276151,1,0.00247517,-0.496583,7.37795,26138.2
2212,0.01,0.001,600,-0.0696549,-1.85785,-1.95174,-0.0948941,0.961912,0.123552,0.63669,0.0788162,0.0766604,0,0.0098074,-0.498763,7.72368,26149
2213,0.01,0.001,600,-0.0565999,-1.69021,-1.56541,0.124817,0.96018,0.0645719,0.553233,-0.0879303,-0.0906475,0,0.00932581,-0.501806,7.50338,26159.5
2214,0.01,0.001,600,-0.0589497,-1.6929,-1.63952,0.0539112,0.962362,0.0587463,0.654344,-0.0492754,-0.0504993,1,0.00250748,-0.505139,7.55414,26170.1
2215,0.01,0.001,600,-0.0578667,-1.53223,-1.49635,0.0362056,0.946898,0.0622752,0.512572,-0.0100981,-0.0125702,0,0.00997928,-0.518488,7.45904,26180.6
2216,0.01,0.001,600,-0.0760108,-1.76787,-2.03328,-0.265015,0.954273,0.0584836,0.752278,0.279354,0.277979,1,0.00248716,-0.516652,7.90946,26191.6
2217,0.01,0.001,600,-0.0656355,-2.08856,-1.9773,0.111417,0.969476,0.0621889,0.408569,-0.103182,-0.106056,0,0.00969565,-0.520815,7.55533,26202.3
2218,0.01,0.001,600,-0.0645848,-2.02886,-1.94615,0.0819076,0.963557,0.0560443,0.488064,-0.0877661,-0.0895643,0,0.00978871,-0.507429,7.48351,26212.7
2219,0.01,0.001,600,-0.0532763,-1.72868,-1.53786,0.189455,0.947914,0.0639374,0.530762,-0.18395,-0.185837,0,0.00987292,-0.500577,7.37385,26223.3
2220,0.01,0.001,600,-0.0744855,-1.66225,-1.90036,-0.236754,0.955064,0.0597863,0.522299,0.242147,0.239798,0,0.00989057,-0.52006,7.59129,26233.9
2221,0.01,0.001,600,-0.0805477,-1.95473,-2.15189,-0.196268,0.945811,0.0611789,0.725672,0.204275,0.2009,0,0.00973508,-0.5303,7.60416,26244.8
2222,0.01,0.001,600,-0.0668433,-2.00812,-1.9241,0.0834686,0.972414,0.0606854,0.467118,-0.0694392,-0.0705562,1,0.00258206,-0.544347,7.52906,26255.4
2223,0.01,0.001,600,-0.0604344,-1.92676,-1.76356,0.162763,0.968774,0.0601311,0.462584,-0.176351,-0.177555,1,0.00251263,-0.555097,7.76961,26266.1
2224,0.01,0.001,600,-0.0571481,-1.85912,-1.66237,0.196726,0.953289,0.0605457,0.613396,-0.19908,-0.200146,1,0.00250246,-0.545313,7.69874,26276.8
2225,0.01,0.001,600,-0.0621668,-1.6665,-1.63781,0.0287445,0.969264,0.0556154,0.526422,0.00370332,0.00176015,0,0.00997146,-0.557809,7.4535,26287.3
2226,0.01,0.001,600,-0.0721293,-1.64746,-1.84077,-0.193493,0.949249,0.0644126,1.51403,0.243576,0.240574,0,0.00982647,-0.557788,7.50706,26297.9
2227,0.01,0.001,600,-0.0835362,-2.13725,-2.33463,-0.196613,0.94801,0.0616927,0.740657,0.194275,0.192128,0,0.00967499,-0.551285,7.84573,26308.9
2228,0.01,0.001,600,-0.0690057,-2.13656,-2.04246,0.0938302,0.961815,0.0581193,0.533021,-0.0983177,-0.0997834,1,0.00253518,-0.559555,7.50072,26319.5
2229,0.01,0.001,600,-0.0729957,-1.9693,-1.99011,-0.0199278,0.965963,0.0561101,0.618569,-0.00402382,-0.00692096,0,0.00965677,-0.548242,7.45944,26330.3
2230,0.01,0.001,600,-0.0688668,-2.24701,-2.17995,0.0674981,0.957427,0.0558832,0.586202,-0.0366128,-0.0385779,0,0.00993173,-0.5552,7.91238,26341.6
2231,0.01,0.001,600,-0.07629,-2.24028,-2.33142,-0.0889243,0.963599,0.0614147,0.51114,0.0889493,0.0867339,0,0.00980058,-0.549506,7.74217,26352.4
2232,0.01,0.001,600,-0.0666014,-1.95876,-1.9205,0.037779,0.928537,0.0583022,0.613823,-0.149492,-0.15166,0,0.00944222,-0.523423,7.6823,26363.2
2233,0.01,0.001,600,-0.0713761,-1.95304,-2.05432,-0.101162,0.964841,0.0618045,0.556514,0.0724313,0.0713615,1,0.00250736,-0.55184,7.48606,26373.9
2234,0.01,0.001,600,-0.0671837,-1.90427,-1.90832,-0.00308734,0.964495,0.0642147,0.506269,0.0206771,0.0185728,0,0.00957664,-0.54217,7.49329,26384.4
2235,0.01,0.001,600,-0.0914055,-1.92346,-2.31219,-0.387655,0.886212,0.0635977,1.0455,0.211847,0.208414,0,0.00986289,-0.559903,7.49128,26395.2
2236,0.01,0.001,600,-0.0669293,-2.08849,-1.94684,0.141611,0.954116,0.0573542,0.639257,-0.124228,-0.127732,0,0.00995403,-0.562735,7.47713,26405.7
2237,0.01,0.001,600,-0.0777631,-2.20175,-2.28461,-0.082561,0.948598,0.0586348,0.709143,0.0686961,0.065315,0,0.0091585,-0.541012,7.88857,26416.7
2238,0.01,0.001,600,-0.0799002,-2.33763,-2.36702,-0.0284203,0.968043,0.0594749,0.473484,0.0219935,0.020574,1,0.00249442,-0.564604,7.66265,26427.3
2239,0.01,0.001,600,-0.0715485,-2.12266,-2.05451,0.0698424,0.956831,0.0563889,0.634275,-0.0605301,-0.0617924,1,0.00249076,-0.550874,7.6347,26438.1
2240,0.01,0.001,600,-0.0517191,-1.79743,-1.48587,0.310968,0.965428,0.0557282,0.389077,-0.279267,-0.280049,1,0.00249565,-0.541371,7.35959,26448.5
2241,0.01,0.001,600,-0.0581265,-1.63581,-1.52938,0.10648,0.976308,0.0692666,0.41266,-0.11103,-0.111952,1,0.00253143,-0.548001,7.37521,26458.9
2242,0.01,0.001,600,-0.0622745,-1.56484,-1.58714,-0.0222078,0.961224,0.0630808,0.639553,0.0199231,0.016382,0,0.00980856,-0.534508,7.85192,26469.8
2243,0.01,0.001,600,-0.0696027,-1.81396,-1.9263,-0.113814,0.958834,0.0566647,0.655524,0.117803,0.11645,1,0.00249754,-0.528724,7.50617,26480.5
2244,0.01,0.001,600,-0.0624987,-1.74707,-1.69921,0.0477987,0.964761,0.056062,0.632249,-0.0105848,-0.0116,1,0.00250747,-0.531522,7.53489,26491
2245,0.01,0.001,600,-0.0715971,-1.81706,-1.92639,-0.109049,0.966187,0.0585675,0.586414,0.109837,0.107874,0,0.00965764,-0.545637,7.66371,26501.9
2246,0.01,0.001,600,-0.0702376,-1.90095,-1.9466,-0.0456956,0.968999,0.0555286,0.550924,0.0652322,0.0632077,0,0.00967128,-0.544798,7.46641,26512.4
2247,0.01,0.001,600,-0.0653648,-1.89242,-1.83442,0.0574363,0.954618,0.056154,0.644058,-0.0524692,-0.054637,0,0.00956947,-0.517329,7.5997,26523
2248,0.01,0.001,600,-0.056655,-1.60456,-1.51446,0.0884367,0.95404,0.0653265,0.5477,-0.0949151,-0.0975932,0,0.00971876,-0.510909,7.44605,26533.4
2249,0.01,0.001,600,-0.0651672,-1.56681,-1.63138,-0.0635597,0.966557,0.0605824,0.495416,0.0174961,0.0165233,1,0.00252208,-0.523296,7.55363,26543.9
2250,0.01,0.001,600,-0.0713147,-1.77491,-1.95792,-0.182835,0.964667,0.0586355,0.587812,0.173761,0.171489,0,0.00993038,-0.524579,7.46676,26554.5
2251,0.01,0.001,600,-0.065967,-1.75388,-1.76583,-0.012095,0.956405,0.13622,0.594049,-0.00250828,-0.00691619,0,0.00986933,-0.524125,7.53244,26565.1
2252,0.01,0.001,600,-0.083871,-2.19287,-2.45286,-0.259798,0.957969,0.0596118,0.69589,0.285835,0.284242,1,0.00251281,-0.544312,7.91952,26576.2
2253,0.01,0.001,600,-0.0635404,-2.02418,-1.87645,0.147076,0.951675,0.0563354,0.585227,-0.232767,-0.234107,1,0.00250555,-0.518758,7.60328,26587
2254,0.01,0.001,600,-0.0808289,-2.1305,-2.33685,-0.206272,0.953684,0.0607688,0.60528,0.222606,0.220194,0,0.00973972,-0.546045,7.62473,26597.6
2255,0.01,0.001,600,-0.0709522,-2.2333,-2.18788,0.044673,0.962523,0.0609326,0.688295,-0.0288787,-0.0316566,0,0.00996972,-0.525375,7.52963,26608.9
2256,0.01,0.001,600,-0.0655108,-1.99032,-1.90082,0.0903803,0.960384,0.0584261,0.644867,-0.0997318,-0.102811,0,0.00978233,-0.508903,7.5768,26619.5
2257,0.01,0.001,600,-0.0701454,-1.85266,-1.91847,-0.0657289,0.962918,0.0552104,0.490245,0.0961404,0.09523,1,0.00249171,-0.519315,7.54689,26630.1
2258,0.01,0.001,600,-0.0777262,-2.07964,-2.20811,-0.127664,0.961209,0.0550845,0.667205,0.126177,0.123488,0,0.00956473,-0.4991,7.63097,26640.9
2259,0.01,0.001,600,-0.0833125,-2.22034,-2.37143,-0.150319,0.950451,0.0585749,0.785046,0.143523,0.142246,1,0.00250994,-0.513129,7.58159,26651.5
2260,0.01,0.001,600,-0.0730733,-2.23494,-2.18099,0.0538715,0.965631,0.0636096,0.595798,-0.0674546,-0.0687156,1,0.00252451,-0.524474,7.52723,26662.1
2261,0.01,0.001,600,-0.0685452,-2.0537,-1.97037,0.0841273,0.968361,0.0566437,0.594744,-0.100742,-0.10315,0,0.00988353,-0.508947,7.53076,26672.6
2262,0.01,0.001,600,-0.0599542,-1.95728,-1.72572,0.232858,0.962098,0.0594983,0.530348,-0.24876,-0.250326,1,0.00255865,-0.518937,7.35175,26683
2263,0.01,0.001,600,-0.077533,-1.93113,-2.10178,-0.169867,0.96645,0.0593767,0.563768,0.184096,0.183011,1,0.00248478,-0.542251,7.76588,26693.9
2264,0.01,0.001,600,-0.0724877,-2.21045,-2.19296,0.0165487,0.958403,0.0548768,0.730351,-0.0216012,-0.022818,1,0.0024918,-0.532095,7.66457,26704.6
2265,0.01,0.001,600,-0.075503,-2.29443,-2.27407,0.02198,0.959779,0.0617361,0.790173,0.0230995,0.0206663,0,0.00977629,-0.526096,7.72047,26715.4
2266,0.01,0.001,600,-0.0759646,-2.00354,-2.05205,-0.0478182,0.946092,0.0630624,0.6445,0.0112702,0.00982128,1,0.00252125,-0.54036,7.49075,26725.9
2267,0.01,0.001,600,-0.0658199,-2.02986,-1.93917,0.0914782,0.967359,0.0704987,0.514334,-0.0598903,-0.0624356,0,0.0096789,-0.526241,7.74406,26736.8
2268,0.01,0.001,600,-0.0673988,-1.73319,-1.74783,-0.0140194,0.969255,0.0601051,0.515686,-0.00390056,-0.0048987,1,0.00254751,-0.55757,7.44786,26747.2
2269,0.01,0.001,600,-0.0799213,-2.01326,-2.23104,-0.216898,0.959567,0.0558507,0.638564,0.206178,0.203762,0,0.00996161,-0.547507,7.58742,26758.1
2270,0.01,0.001,600,-0.0678615,-1.98554,-1.89329,0.0932551,0.952245,0.0670531,0.757722,-0.0904803,-0.0921002,1,0.00249101,-0.54851,7.5607,26768.7
2271,0.01,0.001,600,-0.0724999,-2.07626,-2.11927,-0.042796,0.968591,0.0612535,0.526726,0.0389539,0.0376752,1,0.00252946,-0.555373,7.47367,26779.2
2272,0.01,0.001,600,-0.0746711,-2.2536,-2.29288,-0.0383728,0.956736,0.0621748,0.626958,0.0510963,0.0486182,0,0.00963723,-0.552359,7.62817,26790
2273,0.01,0.001,600,-0.0878172,-1.89984,-2.13852,-0.237629,0.749026,0.0565515,2.06464,0.0579526,0.0516613,0,0.00977413,-0.541187,7.53183,26800.8
2274,0.01,0.001,600,-0.055221,-1.78773,-1.57148,0.215697,0.93229,0.0607123,0.463222,-0.162443,-0.19521,0,0.0097338,-0.543901,7.64132,26811.6
2275,0.01,0.001,600,-0.0591264,-1.77472,-1.6341,0.141487,0.970718,0.0661767,0.369815,-0.149214,-0.151235,0,0.0097004,-0.534627,7.39206,26822.1
2276,0.01,0.001,600,-0.0877576,-1.8233,-2.29418,-0.469712,0.924148,0.0629575,0.874818,0.268853,0.267538,1,0.00249051,-0.5355,7.60481,26832.9
2277,0.01,0.001,600,-0.0701599,-1.9589,-1.95254,0.00645543,0.969445,0.0642183,0.488362,0.00104036,-0.000460295,1,0.00256721,-0.564936,7.76495,26844
2278,0.01,0.001,600,-0.059934,-1.8207,-1.67174,0.149848,0.975423,0.0551159,0.522043,-0.130773,-0.133303,0,0.00948779,-0.55072,7.37451,26854.3
2279,0.01,0.001,600,-0.060817,-1.80421,-1.71155,0.0931835,0.97253,0.0605645,0.42374,-0.0855619,-0.0864627,1,0.00248731,-0.55809,7.48027,26864.8
2280,0.01,0.001,600,-0.0626807,-1.74431,-1.70724,0.0371121,0.970632,0.0612671,0.934092,-0.00430309,-0.00589097,1,0.00250093,-0.563055,7.56565,26875.6
2281,0.01,0.001,600,-0.0770715,-1.89902,-2.06064,-0.160443,0.94627,0.0634093,1.07653,0.132883,0.129663,0,0.00959052,-0.539914,7.69538,26886.3
2282,0.01,0.001,600,-0.0754703,-2.17774,-2.21624,-0.0382334,0.963101,0.0547338,0.657249,0.0433634,0.0399134,0,0.00968834,-0.538078,7.68025,26897.1
2283,0.01,0.001,600,-0.0690787,-2.14475,-2.04761,0.0990972,0.961047,0.0634203,0.554176,-0.124523,-0.126604,0,0.00972696,-0.519433,7.6787,26907.7
2284,0.01,0.001,600,-0.0696428,-2.10698,-2.08145,0.0267313,0.941532,0.0667815,1.13325,0.016564,0.0138392,0,0.00978866,-0.525465,7.58138,26918.4
2285,0.01,0.001,600,-0.0768687,-2.09911,-2.18853,-0.0878661,0.95286,0.059834,0.860147,0.165165,0.1625,0,0.00994091,-0.541688,7.73979,26929.4
2286,0.01,0.001,600,-0.0841329,-2.37646,-2.51469,-0.137089,0.966873,0.0608437,0.793609,0.124064,0.121539,0,0.00987009,-0.544368,7.87011,26940.3
2287,0.01,0.001,600,-0.0722047,-2.22267,-2.13531,0.0877717,0.966299,0.0628076,0.482464,-0.111889,-0.114274,0,0.00990068,-0.545907,7.65044,26951.1
2288,0.01,0.001,600,-0.0775773,-2.29211,-2.26158,0.0309864,0.955848,0.0641124,0.862979,-0.018675,-0.0200904,1,0.00249698,-0.552929,7.72612,26961.9
2289,0.01,0.001,600,-0.0648118,-2.04567,-1.87039,0.17559,0.959751,0.0598431,0.754257,-0.177062,-0.178309,1,0.00247882,-0.542484,7.66645,26972.5
2290,0.01,0.001,600,-0.0716025,-2.00653,-2.03077,-0.0250419,0.958594,0.0654781,1.06336,0.0648084,0.062246,0,0.00987612,-0.523377,7.50992,26983.2
2291,0.01,0.001,600,-0.0586946,-1.83145,-1.63432,0.197247,0.960871,0.0601132,1.00549,-0.145489,-0.147243,1,0.00252003,-0.530839,7.71136,26994
2292,0.01,0.001,600,-0.0640896,-1.81775,-1.78763,0.0292864,0.970144,0.0546536,1.04085,0.0166217,0.0134983,0,0.00993947,-0.540139,7.4103,27004.6
2293,0.01,0.001,600,-0.068229,-1.8043,-1.84666,-0.0426587,0.965448,0.06457,0.528408,0.0447795,0.0437475,1,0.00254973,-0.565207,7.55692,27015.1
2294,0.01,0.001,600,-0.0665699,-1.73179,-1.81366,-0.0813811,0.95958,0.0632064,1.63919,0.14822,0.144411,0,0.00977308,-0.549012,7.74795,27026.1
2295,0.01,0.001,600,-0.0593504,-1.81331,-1.66239,0.150701,0.964961,0.060425,0.569284,-0.155787,-0.158105,0,0.00931389,-0.549104,7.45856,27036.6
2296,0.01,0.001,600,-0.0661168,-1.75347,-1.76215,-0.00879372,0.971872,0.0614138,0.466721,0.00836984,0.00614001,0,0.0096802,-0.527813,7.40574,27047.1
2297,0.01,0.001,600,-0.0857209,-1.18168,-1.75081,-0.569895,0.846191,0.0573158,1.2648,0.470292,0.468299,1,0.00254352,-0.554573,7.60176,27058.1
2298,0.01,0.001,600,-0.0780092,-1.79671,-2.06807,-0.271532,0.947348,0.0592637,0.838362,0.286714,0.283921,0,0.00951829,-0.557414,7.60203,27068.6
2299,0.01,0.001,600,-0.0761579,-1.98127,-2.07593,-0.094873,0.965792,0.0579767,0.600712,0.105251,0.103996,1,0.00254777,-0.568946,7.42519,27079.2
2300,0.01,0.001,600,-0.0940049,-2.22915,-2.60957,-0.380028,0.951958,0.0565329,1.76855,0.43372,0.430381,0,0.00939964,-0.555335,7.57327,27089.9
2301,0.01,0.001,600,-0.0739234,-2.54529,-2.42183,0.123,0.948917,0.0571499,0.824492,-0.107049,-0.108681,1,0.00251671,-0.543017,7.47925,27100.4
2302,0.01,0.001,600,-0.0698328,-2.12646,-2.00888,0.117924,0.965882,0.0621746,0.618646,-0.104071,-0.106155,0,0.00986235,-0.557963,7.76853,27111.4
2303,0.01,0.001,600,-0.0800009,-2.10626,-2.27665,-0.171215,0.946755,0.058049,1.33858,0.130935,0.127608,0,0.00942327,-0.534323,7.61205,27122.1
2304,0.01,0.001,600,-0.0861955,-2.51855,-2.61489,-0.0948193,0.961857,0.0672417,1.41453,0.288483,0.286433,1,0.00253229,-0.550279,7.68788,27133
2305,0.01,0.001,600,-0.0729697,-2.55363,-2.30921,0.243999,0.965383,0.0589364,0.696367,-0.261453,-0.268786,0,0.0096691,-0.551982,7.49783,27143.6
2306,0.01,0.001,600,-0.0804495,-2.44582,-2.36562,0.0815888,0.961756,0.0549705,0.706544,-0.104974,-0.106121,1,0.00252724,-0.565573,7.5129,27154.1
2307,0.01,0.001,600,-0.0687024,-2.22463,-2.04821,0.17777,0.966107,0.0666492,0.498299,-0.193114,-0.196295,0,0.00964282,-0.541106,7.53113,27164.7
2308,0.01,0.001,600,-0.0675117,-1.94313,-1.85693,0.0877659,0.964413,0.0583458,0.600318,-0.0802187,-0.0827502,0,0.00988063,-0.541634,7.48818,27175.2
2309,0.01,0.001,600,-0.0731732,-2.00676,-2.06328,-0.05544,0.971691,0.0639753,0.550682,0.0577822,0.0569251,1,0.00248414,-0.545092,7.83236,27186.1
2310,0.01,0.001,600,-0.0765757,-2.39501,-2.38789,0.00940768,0.951935,0.0556252,0.644004,-0.0134156,-0.0163017,0,0.00970137,-0.518226,7.52048,27196.8
2311,0.01,0.001,600,-0.0690397,-2.11735,-2.12481,-0.00775009,0.953816,0.055625,0.609958,0.0175336,0.0154997,0,0.00945381,-0.52472,7.67536,27207.5
2312,0.01,0.001,600,-0.0774145,-2.20049,-2.3115,-0.111058,0.94464,0.0577452,0.833107,0.019092,0.0179112,1,0.0024943,-0.519317,7.53242,27218
2313,0.01,0.001,600,-0.0817338,-2.26858,-2.34937,-0.0794109,0.953116,0.0631478,0.767002,-0.0503526,-0.0522743,0,0.00963139,-0.504719,7.38219,27230.3
2314,0.01,0.001,600,-0.0696104,-2.19879,-2.07836,0.120853,0.968136,0.0521533,0.555869,-0.13411,-0.136486,0,0.00955555,-0.503929,7.60221,27240.9
2315,0.01,0.001,600,-0.0899829,-2.15392,-2.40016,-0.245462,0.945217,0.0561848,1.12067,0.187407,0.18531,1,0.00258148,-0.508904,7.70329,27251.7
2316,0.01,0.001,600,-0.0671479,-2.12228,-1.97249,0.149382,0.966305,0.0535736,0.484595,-0.134886,-0.136852,0,0.00997076,-0.488916,7.31047,27262
2317,0.01,0.001,600,-0.0869413,-2.23583,-2.44416,-0.207698,0.965692,0.0617323,0.666122,0.196213,0.193779,0,0.00919484,-0.506786,7.68659,27272.9
2318,0.01,0.001,600,-0.0890036,-2.39303,-2.58864,-0.195893,0.963431,0.0583618,0.721429,0.230313,0.228001,0,0.00984175,-0.498485,7.5148,27283.5
2319,0.01,0.001,600,-0.0687889,-2.3766,-2.14431,0.231987,0.95537,0.0581467,0.651509,-0.171504,-0.174024,0,0.00996527,-0.508282,7.49872,27294
2320,0.01,0.001,600,-0.0766077,-2.27679,-2.26805,0.00881867,0.953764,0.0648384,0.618094,-0.010429,-0.0140086,0,0.00965476,-0.504952,7.39539,27304.5
2321,0.01,0.001,600,-0.073478,-2.16355,-2.09811,0.0670163,0.964202,0.0554042,0.59598,-0.091718,-0.0936621,0,0.00987405,-0.507625,7.6942,27315.3
2322,0.01,0.001,600,-0.0745151,-2.07424,-2.09914,-0.0242914,0.967763,0.0581324,0.654555,0.00775408,0.00672854,1,0.00253484,-0.518749,7.60267,27325.9
2323,0.01,0.001,600,-0.0651268,-1.86036,-1.79957,0.0601956,0.968099,0.062387,0.790278,-0.0399743,-0.0417781,0,0.00996444,-0.517406,7.31619,27339.2
2324,0.01,0.001,600,-0.0700162,-2.03078,-1.96052,0.0701812,0.97644,0.0756423,0.473902,-0.0956893,-0.0966024,1,0.00249007,-0.525892,7.48165,27349.9
2325,0.01,0.001,600,-0.0679564,-2.07326,-2.02191,0.0518109,0.958805,0.0651908,0.858834,-0.0108599,-0.014084,0,0.00984063,-0.500519,7.53117,27362.1
2326,0.01,0.001,600,-0.0811328,-2.26574,-2.42959,-0.16528,0.945944,0.0655456,0.956191,0.17612,0.173134,0,0.0099007,-0.532272,8.20473,27373.5
2327,0.01,0.001,600,-0.0752866,-2.26659,-2.22592,0.039517,0.957795,0.0565681,0.708407,-0.0435561,-0.0452691,1,0.00251733,-0.523227,7.52438,27384.2
2328,0.01,0.001,600,-0.0654997,-1.90418,-1.73627,0.167641,0.968931,0.0639026,0.476337,-0.18039,-0.187056,0,0.0093688,-0.505147,8.56084,27398.3
2329,0.01,0.001,600,-0.0715228,-1.73935,-1.81648,-0.0771065,0.97189,0.0564306,0.62293,0.0753251,0.0743092,1,0.0025119,-0.504537,7.44263,27409
2330,0.01,0.001,600,-0.0742212,-1.9165,-2.02028,-0.102999,0.966343,0.0603237,0.579521,0.120267,0.119123,1,0.00248079,-0.52382,7.69352,27419.8
2331,0.01,0.001,600,-0.0719619,-1.88982,-1.94146,-0.0516677,0.968527,0.0574322,0.571226,0.0549661,0.0528061,0,0.00962451,-0.519993,7.51382,27431
2332,0.01,0.001,600,-0.0743841,-1.76421,-1.87248,-0.108041,0.968963,0.0638585,0.47691,0.0936885,0.0925615,1,0.0025463,-0.511358,7.53981,27441.5
2333,0.01,0.001,600,-0.0783289,-2.0363,-2.13443,-0.0975977,0.974472,0.0600376,0.495457,0.116304,0.114816,1,0.00250145,-0.534969,7.58808,27452.2
2334,0.01,0.001,600,-0.0767716,-2.10592,-2.17369,-0.0691258,0.959641,0.0609291,0.628668,0.063894,0.0625709,1,0.00250505,-0.52673,7.55299,27462.8
2335,0.01,0.001,600,-0.0658168,-1.90228,-1.81326,0.089541,0.957827,0.0659637,0.588152,-0.0873333,-0.0887877,1,0.00250943,-0.52369,7.58644,27473.8
2336,0.01,0.001,600,-0.071554,-1.9897,-1.98378,0.00516373,0.966115,0.0610197,0.602087,0.0345539,0.0320754,0,0.00985417,-0.526882,7.5215,27484.4
2337,0.01,0.001,600,-0.0772429,-1.82115,-2.01413,-0.191656,0.962325,0.0623772,0.539021,0.16511,0.162571,0,0.00983173,-0.511278,7.46882,27495
2338,0.01,0.001,600,-0.0612016,-1.56144,-1.55451,0.00769074,0.93482,0.0561571,0.522243,0.00260335,0.00051642,0,0.00990537,-0.514159,7.36124,27505.4
2339,0.01,0.001,600,-0.0769656,-1.80602,-2.04248,-0.236245,0.960753,0.0629172,0.565836,0.218472,0.217311,1,0.00252233,-0.526598,7.78273,27516.2
2340,0.01,0.001,600,-0.0719074,-1.71206,-1.86855,-0.157598,0.958892,0.0549707,0.661168,0.130327,0.129128,1,0.00250552,-0.525113,7.55492,27526.7
